datetime,open,high,low,close,volume
2024-01-01 00:00:00,42314.0,42832.0,42207.9,42272.6,40771.928
2024-01-01 06:00:00,42272.6,42800.0,42239.1,42727.6,29613.471
2024-01-01 12:00:00,42727.7,42898.9,42614.5,42847.0,33698.461
2024-01-01 18:00:00,42847.0,44266.0,42847.0,44230.2,102340.284
2024-01-02 00:00:00,44230.3,45565.0,44200.9,45218.2,149807.506
2024-01-02 06:00:00,45218.2,45950.0,45163.9,45486.8,100485.293
2024-01-02 12:00:00,45486.8,45850.0,44868.1,45001.2,131957.217
2024-01-02 18:00:00,45001.3,45338.9,44598.0,44979.8,77548.507
2024-01-03 00:00:00,44979.7,45463.5,44895.8,45200.0,36365.366
2024-01-03 06:00:00,45200.0,45582.3,43500.0,43728.9,136138.182
2024-01-03 12:00:00,43728.9,43738.8,40333.0,42914.5,338513.406
2024-01-03 18:00:00,42914.5,43064.9,41920.0,42849.5,84838.271
2024-01-04 00:00:00,42849.5,43290.0,42625.0,43191.3,43482.5
2024-01-04 06:00:00,43191.3,43268.0,42645.1,43188.2,64923.167
2024-01-04 12:00:00,43188.2,44343.1,43107.4,43983.0,127628.986
2024-01-04 18:00:00,43983.0,44840.8,43870.0,44143.8,97888.445
2024-01-05 00:00:00,44143.8,44284.0,42300.0,43644.2,112446.431
2024-01-05 06:00:00,43643.1,44332.4,43459.0,43769.9,70801.126
2024-01-05 12:00:00,43769.9,44119.1,43000.0,43603.5,116028.907
2024-01-05 18:00:00,43603.6,44500.0,43406.4,44145.4,75691.327
2024-01-06 00:00:00,44145.3,44214.6,43577.6,43695.9,34723.214
2024-01-06 06:00:00,43695.8,43777.5,43391.3,43669.2,38415.986
2024-01-06 12:00:00,43669.2,44010.7,43527.2,43962.1,31728.892
2024-01-06 18:00:00,43962.0,44149.9,43645.0,43956.7,33674.705
2024-01-07 00:00:00,43956.6,44267.9,43824.2,43880.4,33048.444
2024-01-07 06:00:00,43880.5,44161.5,43842.5,44054.0,30317.364
2024-01-07 12:00:00,44054.0,44486.9,43686.9,44056.3,72267.772
2024-01-07 18:00:00,44056.3,44262.9,43557.5,43916.9,45077.134
2024-01-08 00:00:00,43916.9,43975.0,43158.1,43630.5,62423.11
2024-01-08 06:00:00,43630.5,44748.5,43571.4,44637.2,88020.756
2024-01-08 12:00:00,44637.2,45669.9,44350.0,45643.0,166818.239
